name,service,latitude,longitude,address,zone,service_link,image
Los Villacortas Fast Food,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/los-villacortas-fast-food-santiago/8MJ14UNPVImgJNkx4tEz4g,
Fuente Sureña,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/fuente-surena-santiago/ao8OKlMaWwWKsBOTtCISwg,
Inkas Food,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/inkas-food/7m-NRKwEWOi7GrMngeQwsw,
LATINO RESTOBAR SPA,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/latino-restobar-spa/jEJLrt2_VOewxODkqPDhVQ,
Bruma Cocina Y Café,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/bruma-cocina-y-cafe-santiago/2tsjYg67Wzmy280BtVWfVw,
Inkas Sushi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/inkas-sushi/GfzgiJ5yU2C7wrqDZ64P7A,
Tommy Beans,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/tommy-beans-mall-del-centro/kTA8qYR9Rduwc1huecFamg,
Rincón Costeño,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/rincon-costeno-comida-ecuatoriana/tJm5Vw2dWtWGS3QPRpULtw,
Que Rico,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/que-rico-san-francisco/Pkhw9ucQTrm-Wa2QRka74A,
Cafeteria Caprichos,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/cafeteria-caprichos-santiago/D7T7Rsy9VpGKUmDi0BYwYQ,
Colaciones MaKy San Nicolas,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/colaciones-maky-san-nicolas-santiago/9NgJ4uztUx-YZlmWxT5_ug,
Picando Arepas,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/picando-arepas-gluten-free/xQOY1Ky7QQC7l3V3OA5GgA,
La Casa Del Chef,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/la-casa-del-chef-providencia/RHEuNo1BXIOLDn22-WjQvw,
Nagano Burguer,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/nagano-burguer-santiago/q8t_Cr98VtCQonazakHeIg,
Ay mi madre!,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/ay-mi-madre!/bR_1GULyTBOyqEnlvW0JTA,
Colaciones Maky Manuel Montt,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/colaciones-maky-manuel-montt-santiago/QNLht39DVaqaN28ws8Oj6A,
MEXICANA RESTORAN,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/mexicana-restoran-santiago/_Nbi28Z3VDqmoOF2sPKG_A,
Delivery Gourmet,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/delivery-gourmet-santiago/0a8N3kp5Sp6Xt_OXHXDIzQ,
Vamos Gohan,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/vamos-gohan-santiago/5cSBG1f5WCWYbzUD6kjSqQ,
SAHBIS GOURMET,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/sahbis-gourmet-santiago/zc5dR0ijUC-V925-_yJSRg,
Fajita Express,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/fajita-express-santa-isabel/q5bZUVN6RDGBE6JPvT5IdA,
Jr Liquorstore,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/jr-liquorstore-la-cisterna/3A6nC01NVcWYWnhkxnP13Q,
Colaciones MaKy Santa Victoria,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/colaciones-maky-santa-victoria-santiago/c4Rt0G4MV9Gbiq-aJ2ILwg,
El Zócalo Providencia,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-zocalo-providencia-santiago/VNN6w9TdXviS76jVmT0BXA,
Paltamole Tex Mex,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/paltamole-tex-mex-santiago/FAoNJO9nSMadRdjOEI8mbA,
Tacos y cuates,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/tacos-y-cuates-texmex-san-miguel/FIVs8VINWIizWHwE8_6CCw,
Fantástic Sweet,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/fantastic-sweet-santiago/3JYt3oNQQkOGbFjtqnTT3g,
Guacamole,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/guacamole-patio-bellavista/-5nJTiN4Vxa2kZinaQ7yTg,
Carnitas,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/carnitas-santiago/96ZS1NIMWOaaAvO6-e2t9Q,
Jalisco,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/jalisco-bulnes/OXgfjSwBXdOsknEgEG3OeQ,
Itacate Burritos,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/itacate-burritos-san-miguel/YnJ8kIYRUBCLLX2BjcZb4Q,
Pan Du Gers,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/pan-du-gers/M8avpiePUkmCQMhg9_T4Ew,
Full Empanadas Providencia,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/full-empanadas-providencia/-hShEtD-RTuUNhIvMfvv2w?diningMode=PICKUP,
Xolos Barra Mexicana,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/xolos-barra-mexicana-santiago/y-lX-qM_VMS4TH4knYEtEw?diningMode=PICKUP,
ZULU,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/zulu/rAmYpQh0WzmvtEQ3iLcmvw?diningMode=PICKUP,
El Chingon,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-chingon-huechuraba/qHxWva9XVdarD0RLhEMbTA?diningMode=PICKUP,
Zacatecas Mexican Food,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/zacatecas-mexican-food-santiago/FUiBeyCsXQyf8Kc9-FK6qQ?diningMode=PICKUP,
Mero Taco!,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/mero-taco!-santiago/WSkl7-FVQym9FQGJOQ57tg?diningMode=PICKUP,
Gringos Tacos & Burritos,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/gringos-tacos-%26-burritos-santiago/a1ulGeiVQMyJmZK1kHTSNQ?diningMode=PICKUP,
Mexican Tacos,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/mexican-tacos/BAFlunfNW9KEF1FlfB486A?diningMode=PICKUP,
Burritos El Carnal,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/burritos-el-carnal/WMziaEAGWByqaVLhhdxHVg?diningMode=PICKUP,
Los Meros Tacos,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/los-meros-tacos/hoHt72tvUj-W2GazfgX1ow?diningMode=PICKUP,
Mosa Food Center,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/mosa-food-center-santiago/GjoLauy1W6WDpSOZM0EUzQ?diningMode=PICKUP,
La chula comida mexicana,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/la-chula-comida-mexicana-santiago/dyfGTrI5Wvid9U_cGXRuIA?diningMode=PICKUP,
La Taquera,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/la-taquera-santiago/6V6TSLjQW16utmiOeS1nnA?diningMode=PICKUP,
El Mexicano,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-mexicano/Bs4hCI-uWbuaEVRcf97xeQ?diningMode=PICKUP,
Tortilla Factory,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/tortilla-factory/sTrlv-BbQxWQ82KY3vn13w?diningMode=PICKUP,
Alitas Express,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/alitas-express-santiago/VyrXg6v9WJu5Ddz9_7rrgg?diningMode=PICKUP,
Burritos Express,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/burritos-express/GMtHFe2jRUGtZbsUMGJBhg?diningMode=PICKUP,
NOW  FOOD,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/now-food-colina/nn36347AVMOSkmkKKeuWAg?diningMode=PICKUP,
Orale Burrito,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/orale-burrito-nunoa/009OKOY4WriU0ZdNEolE9g?diningMode=PICKUP,
Pollos El maqui,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/pollos-el-maqui-santiago/sUuuavK4VK6vr9PK1DoVNA?diningMode=PICKUP,
La Casa De Las Papas,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/la-casa-de-las-papas-santiago/jg12WRlkW5qfi57dQ7e_jA?diningMode=PICKUP,
El Arabe,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-arabe/7XWC-6izVZ-YD6TLqOEfwA?diningMode=PICKUP,
Burgos Burger Bar,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/burgos-burger-bar-santiago/iav1oN8DRzSYTR3UbUbb7Q?diningMode=PICKUP,
Aceittuna-Comida Venezolana,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/aceittuna-comida-venezolana/OTO_6eTpQOO96suzEux4pA?diningMode=PICKUP,
SQUALOS GOURMET,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/squalos-gourmet/uxhyy4V5W-e-RvgJRgZ4VA?diningMode=PICKUP,
Ali Kebab,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/ali-kebab/a84XKgSpUTyAFUzjmViqvQ?diningMode=PICKUP,
Pastelería Di Mauro,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/pasteleria-di-mauro/_l1t55E6V6iysx8nVQfwXg?diningMode=PICKUP,
Terra Restobar,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/terra-restobar/IpuHSuMPWM2kAU1rfkie-A?diningMode=PICKUP,
Trujillo Chicken,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/trujillo-chicken/kGyIBIgqTIihTkBdFWBBPg?diningMode=PICKUP,
Sensacion Tailandesa,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/sensacion-tailandesa/-iUa01GnWbG6K5iBuXYeQw?diningMode=PICKUP,
Chilmex,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/chilmex-chilis-mexican-grill/2esCn4jHST2lMdViNxoQJw?diningMode=PICKUP,
Tacos Cholula,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/tacos-cholula/43e6jSO7UJCfuiG8ZN-g1A?diningMode=PICKUP,
Poked,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/poked-avenida-mexico/hkWuj6gQUrys6VP-mPxK5A?diningMode=PICKUP,
Club del Poke,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/club-del-poke-avenida-mexico/bvUrOfvgVTSCkuP79F-9xg?diningMode=PICKUP,
Sushi J&J,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/sushi-j%26j-mexico/1-Y8mAcaSpCdnVGXzmwPPw?diningMode=PICKUP,
Burrito Vegan Bistro,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/burrito-vegan-bistro/odzligxVWZWFk3RwV-7uRg,
Gran Refugio,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/gran-refugio/bFm9mZxuQx6q88xZHh5M_A,
Dulce Vegan,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/dulce-vegan/4Xgf6Gm-SPu3STJ5HlUqBw,
Aguacate Food,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/aguacate-food/yxGwJ-VkQwq2WfhMxESsBA,
Weekend's 310,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/weekends-310/DY_LlSTMXFui3uIChTgiLA,
LA FABRICA DE CHURROS BOHER,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/la-fabrica-de-churros-boher/oY1QGxZEX4CzGL6ZR04k7Q,
Very Good,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/very-good/kYj3ux-hSXiAR-l3AaoMew,
Arepa's 310,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/arepas-310/eZed3FtHRcmswK6hhGgsag,
RAPAZ BURGERS,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/rapaz-burgers-barrio-italia/WHN35jinSHOc-e9tmaYP9w,
Mundo Popcorn,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/mundo-popcorn-nunoa/5fIaW9j_XIqULTUO4skESw,
EL PALACIO DE LA AREPA MIXTA SPA,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-palacio-de-la-arepa-mixta-spa-santiago/qiFNg_iZWZ-UldjC_zCdEQ,
Chen House,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/chen-house-santiago/TBq_toCESZWLN9p5EWU7CQ,
Katori Sushi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/katori-sushi/kz0UgeKZWiKQKOSnaJuAVA,
Aloha Poke,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/aloha-poke-san-miguel/4tK0vzdHWRugPRbOLyQ30w,
Rapid Food,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/rapid-food-santiago/FnUKbtKUS5G8C7fAFIIrsA,
Dela Café Brunch & Breakfast,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/dela-cafe-brunch-%26-breakfast/JOkh702jVse67wRTA2D6QA,
El Zócalo Providencia,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-zocalo-providencia-santiago/VNN6w9TdXviS76jVmT0BXA,
Monkey Thai,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/monkey-thai-santiago/8LL2QID0T2mxl2sVrTSKDA,
JU YOU,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/ju-you-santiago/jjdRB6zsUO657hyHFLUaCQ,
Templo Sushi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/templo-sushi-santiago/D0aPYebyUYuHPtaa388sqw,
Sushi Unagi Delivery,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/sushi-unagi-delivery/ViZyeNafVi-k-JXC9rRqhA,
"Bowls, Wraps & Sandwich De Barrio",Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/bowls-wraps-%26-sandwich-de-barrio-santiago/8FoCPmzLTGmwNMeGW232KQ,
Taz Burger,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/taz-burger/31Y6te9DX96ax_PZcDCMcw,
Intburger,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/intburger-nunoa/tQNQcQ1bSm-Nu3nU03A4Pg,
Cafiatto,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/cafiatto-santiago/OQud7Qi1Vjye_WPISPtTnQ,
Under Pizza,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/under-pizza-pio-nono/YIZmTPa_WTmRZP0x8mIVPw,
VEGANLANDIA,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/veganlandia/i6SrYpXMXF-vcPJ_ORCjsA,
Yindu,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/yindu/x3o5hakcRA2EPnSc_DgFHg,
La Casona Nueva,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/la-casona-nueva/4mkOtdOlTzCV_4uKJsFEAQ,
Veganmobile,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/veganmobile/q6Qmzoh5UcWd_Yu6qbJm-w,
FULL SERVICE,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/full-service/rIjl8bsdSaCt_5zyLHq2uw,
IJOLE,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/ijole/eg3B4F96Xe2gPmvWotSTOg,
Inti Sushi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/inti-sushi/VaKsRj8nVZCZc0b_XJHELw,
Gary Sushi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/gary-sushi-santiago/I1MzSNvlWqeil2ULufE0MA,
Gourmet Arabe,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/gourmet-arabe-santiago/zEUM3lKCTRCD3RuW3XZJCw,
La Casa del Poke,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/la-casa-del-poke-santiago/_bYQCVz3UVy0MZehoZGYSA,
Full Appetit,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/full-appetit-claudio-vicuna/zOaqI1H5XfyqeUb6x81bLQ,
Mama Chicken,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/mama-chicken-san-miguel/D7IN3YmNVR65ULxXfv49PA,
El Encanto Del Sushi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-encanto-del-sushi/b4bVSSeoXXKTZJJGbtSrWg,
KIMIKO SUSHI,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/kimiko-sushi/PVHu0oh3SgG_D6E-UF92nQ,
Buena Muzza,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/buena-muzza-estacion-central/VFfXHsAIVHuwC3Nb_IRp3w,
Shiro Sake Sushi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/shiro-sake-sushi-santiago-chile/zFtM2SoUSWSbgCSfbOMF5Q,
Desayunos DeliciousPro,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/desayunos-deliciouspro-santiago-centro/MtF5Vsi_Wv2bGUim5afdDw,
Sarada Fresh,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/sarada-fresh/Rbf1Zz0AX8WpHB6Uzx30HA,
Makani,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/makani-shawarma/Ong3oROcVHmf5g1wacWg1g,
ROMA,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/roma/ejCoe87MUbWHqapigJpfjg,
Sapiens,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/sapiens/ao_8FzetSWax9QnpXGyd4g,
Polleria marjorie,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/polleria-marjorie/nEx9e2trRBK8n7RFJ5RDpQ,
Baharat,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/baharat/1sCvjzHnQrS0XLO4iCPlOQ,
Milano's Pizza,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/milanos-pizza-vicuna-mackenna/kZfHzajFQ7aYElz7Z1IWMg,
ANAPOLY SUSHI,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/anapoly-sushi/5A7RiXqiUaCFC201XGQ7QA,
El Sandwich De La Mami,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-sandwich-de-la-mami/y8yEzbEFT_yRPRJ0xhmZOw,
Yak Peruano,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/yak-peruano-quilicura/lZjLJEOCUzStfN9fTdrbTQ,
El Japonés,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-japones-bulnes/EMXI3cBQUe-LAvEu-kpZSA,
Alminuto Sushi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/alminuto-sushi/k4clPB-YVMKmxxw6pCimJg,
Falafel Republic,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/falafel-republic-recoleta/hbl30lQkW5ahXNmzfTF7_g,
Inkas Sushi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/inkas-sushi/GfzgiJ5yU2C7wrqDZ64P7A,
ONE GUY,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/one-guy-santiago/X1t-ecS9UW-f2STo2ZlCuQ,
Holy Moly,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/holy-moly-lastarria/Qb79IwqxSdWCYfwqlhKvHQ,
Shawarma Mustafa,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/shawarma-mustafa/_KR8pR_YUvGy8z1JceKVAQ,
Zawaya Sushi Providencia,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/zawaya-sushi-providencia/eMMaqfy3SiqgLQk_zkhk-Q,
Natura Sushi®,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/natura-sushi-san-miguel/QuS-KGtoSYOOmTIePICf8A,
HAQUIRA,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/haquira-providencia/5W4cw9qzUbqNBDlZGH-PNw,
Gohan Factory,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/gohan-factory/KzaSBOsGRfS1ld8pPjTJJg,
La Rikissima Comidas Rápidas SpA,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/la-rikissima-comidas-rapidas-spa-santiago/FFfZVOZ5QReOZXQ6uJKJVw,
Churrasco Planet,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/churrasco-planet-santiago/7WGFOwbjQKWN0MYG3lIb6Q,
"Oliva Ensaladas, Sandwich & Algo mas",Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/oliva-ensaladas-sandwich-%26-algo-mas/6X3XVbbvTC2y6l5x9JFyQg,
Itacate Burritos,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/itacate-burritos-san-miguel/YnJ8kIYRUBCLLX2BjcZb4Q,
Street Wrap,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/street-wrap-san-miguel/_EzmGM9NV1akRSu_c0dbGg,
Sakai Sushi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/sakai-sushi-providencia/3r40m_WAXhm-_7_N0A6NQg,
Poke Poke Santiago,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/poke-poke-santiago/8eEsh_oTSRCRMVjXzBymrw,
Bruma Cocina Y Café,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/bruma-cocina-y-cafe-santiago/2tsjYg67Wzmy280BtVWfVw,
Zepellin,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/zepellin/4VG-iWj3T1Oabh3nyJH2iQ,
Pizzas XL,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/pizzas-xl/1n7DB8P5WTS4TkuljGJUHQ,
OCULTO FOODTRUCK,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/oculto-foodtruck-santiago/7BYasvgHVTaX3Ihxi23I6A,
El Rincon Dulce y Salado,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-rincon-dulce-y-salado/JzroSbANVrW1IihUzg2hWA,
El Ancla- Providencia,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-ancla-providencia-santiago/xCjhco8mUbmDqOiyz7uVXA,
Sushi Oke,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/sushi-oke-santiago/JXRLztEuSWGuM29vWVCFuA,
Mi Nutrí Me Cocina,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/mi-nutri-me-cocina/Ek4wUSBFWVuge1H7b7l6mQ,
Kyto Sushi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/kyto-sushi/vgAoO3lEUSuVZcTmpdtEaQ,
Zenda Sushi Santiago,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/zenda-sushi-santiago/RmKVlQUxRYacmiKtAXRa5Q,
Machete,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/machete/1d1RWkhxUZy1-A4jZ3koUw,
Subway,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/subway-general-mackenna/BLIiV8fmQAi9bdWp5q-cxA,
Trattoria Da Noi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/trattoria-da-noi/TcU1vTjPUNK92andckV47Q,
Sudaka Sushi Fusión,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/sudaka-sushi-fusion-chile/6nT25AwoSRa6UeQlrCwBsA,
Tropera Drugstore,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/tropera-drugstore/9CSXjFy7XO2wD4GLhgMKoQ,
Poked,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/poked-plaza-yungay/VupIDWVvU1aZSans107vGA,
Guacamole,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/guacamole-manuel-montt/NvUEteUCX62jFOhSRzOnpg,
Plopcorn,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/plopcorn-santiago/3yJE8jhtVASkH7FlIYBqJg,
Good Morning,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/good-morning/Ifn1sbRPXC2AuxrqDIH9GQ,
Cafiatto,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/cafiatto-santiago/OQud7Qi1Vjye_WPISPtTnQ,
Soy churro,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/soy-churro/Q2qAlq-EUjqbk7O1jjkvQQ,
No Way! Cookies,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/no-way!-cookies-nunoa/1IrXYux4VMWxHQ9QIhP_mQ,
El Zócalo Providencia,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-zocalo-providencia-santiago/VNN6w9TdXviS76jVmT0BXA,
El Rincón de los Calzones Rotos- San Miguel,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/el-rincon-de-los-calzones-rotos-san-miguel/IP1psZgUWrSA1ScgWXRATg,
La Delicia,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/la-delicia-santiago/063p5lapXBu4qxRaY6aQBg,
Dulce Luna,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/dulce-luna-panoramico/qcyts6i6UUm8eaplY9SdVg,
Plopcorn,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/plopcorn-santiago/3yJE8jhtVASkH7FlIYBqJg,
Pasteleria Holy Cocoa Providencia,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/pasteleria-holy-cocoa-providencia/cp0-ZjP8VY6SW-CDIBsQiA,
Bakerylicious,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/bakerylicious/dK1E00vgXg22L2gXbkgGWQ,
Deliziosi,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/deliziosi/5ZIceJwGQki8edstoxRGMw,
Dulcentorno,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/dulcentorno-blvd-santiago-centro/FNR5nUOERzqmuVgTdGynqQ,
Churromania,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/churromania-mall-barrio-independencia/xp-gtDQNSIqgM3H4rlT-vg,
Ohquesillos,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/ohquesillos/wm7R6SGsW_OJ1NI11KUiQQ,
Mas Q' Churros,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/mas-q-churros-santiago/2ugHwniETx-6v27Q4_9rNw,
Bobibobi Mall Barrio Independencia,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/bobibobi-mall-barrio-independencia/sGoo9qLdUauRhP6JUBM-IQ,
Bubble Sweet,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/bubble-sweet/zgD9GFa_Sv--MtzIBQoDdw,
MACARONS RICHES SUECIA,Uber Eats,,,,Independencia,https.www.ubereats.com/cl-en/store/macarons-riches-suecia/xfpopwSvXISZyEDSAHAo8Q,
